Movie Title,Year,Length (min),Av. Rating (0-5)
Joe Dirt,2001,105,2.5999
Joe Somebody,2001,106,1.6419
Josie and the Pussycats,2001,96,1.9248
Joy Ride,2001,86,4.3233
Jump Tomorrow,2001,105,2.4107
Jurassic Park III,2001,102,3.9734
Just Visiting,2001,96,3.9748
Kate & Leopold,2001,111,3.114
Kiss of the Dragon,2001,100,2.4628
Kissing Jessica Stein,2001,100,4.0909
K-PAX,2001,87,3.3243
L.I.E.,2001,86,3.8003
Lagaan: Once Upon a Time in India,2001,97,2.3798
Lammbock,2001,92,2.1104
Lantana,2001,94,1.5339
Lara Croft: Tomb Raider,2001,92,2.3398
Last Orders,2001,88,2.8213
Late Night Shopping,2001,99,3.6095
Legally Blonde,2001,104,3.1954
Life and Debt,2001,86,3.8267
Life as a House,2001,93,3.6423
Lost and Delirious,2001,103,2.7331
Lovely & Amazing,2001,88,2.7512
Lucky Break,2001,109,3.1416
Made,2001,87,4.2124
Manic,2001,101,4.1286
Max Keeble's Big Move,2001,100,1.7016
Me Without You,2001,93,2.6308
Mean Machine,2001,94,3.8783
Metropolis,2001,104,3.4333
Mike Bassett: England Manager,2001,93,4.2876
Monkeybone,2001,115,1.6484
Monsoon Wedding,2001,107,2.7197
Monster's Ball,2001,99,1.7613
Moulin Rouge,2001,99,3.2982
Mulholland Drive,2001,106,4.0451
Mutant Aliens,2001,114,4.0393
My First Mister,2001,106,2.5911
No Man's Land,2001,105,3.3635
No Such Thing,2001,87,1.5383
Not Another Teen Movie,2001,99,3.6609
Novocaine,2001,88,3.6806
O,2001,90,1.5759
Ocean's Eleven,2001,87,3.9772
One Night at McCool's,2001,102,4.246
Original Sin,2001,101,3.8693
Osmosis Jones,2001,101,3.2934
Out Cold,2001,91,2.6247
Pearl Harbor,2001,94,4.3419
Planet of the Apes,2001,104,4.2668
Pokémon 3: The Movie,2001,105,3.9493
Pootie Tang,2001,114,4.4064
Pornstar: The Legend of Ron Jeremy,2001,99,2.9072
Promises,2001,93,3.9395
Prozac Nation,2001,104,3.3604
Pursuit of Happiness,2001,88,1.5361
Rain,2001,91,1.6773
Rare Birds,2001,94,2.4988
Rat Race,2001,89,3.8915
Recess: School's Out,2001,113,2.2544
Revolution OS,2001,102,3.1915
Riding in Cars with Boys,2001,94,1.9012
Rivers and Tides,2001,110,2.1808
Rock Star,2001,108,4.2797
Rush Hour 2,2001,101,3.9843
Save the Last Dance,2001,110,2.5737
Say It Isn't So,2001,103,1.7353
Scary Movie 2,2001,91,3.9809
Scratch,2001,96,3.7762
Serendipity,2001,87,3.6178
Series 7: The Contenders,2001,88,3.4702
Session 9,2001,106,2.4018
Shallow Hal,2001,108,1.8595
Shrek,2001,92,3.1941
Sidewalks of New York,2001,101,3.6444
Snipes,2001,114,2.9694
Someone Like You,2001,102,2.545
Spun,2001,112,2.2748
Spy Game,2001,113,3.9572
Spy Kids,2001,105,2.1616
Stanley Kubrick: A Life in Pictures,2001,93,3.8428
Startup.com,2001,88,1.8276
Storytelling,2001,95,2.3861
Sugar & Spice,2001,89,2.3397
Summer Catch,2001,95,2.359
Super Troopers,2001,87,2.442
Sweet November,2001,113,3.6358
Swordfish,2001,112,4.0828
Taking Sides,2001,111,1.8162
Tanguy,2001,107,3.5449
Tape,2001,109,4.3197
Texas Rangers,2001,105,1.6632
The Blue Planet,2001,87,3.3339
To End All Wars,2001,115,2.2692
Tomcats,2001,96,2.103
Tortilla Soup,2001,112,1.6458
Town & Country,2001,93,2.2592
Training Day,2001,104,3.521
Tremors 3: Back to Perfection,2001,87,2.4802
Two Can Play That Game,2001,104,4.1518
Valentine,2001,96,1.5487
Vanilla Sky,2001,115,2.098
Waking Life,2001,89,3.8444
Wasabi,2001,98,1.6577
Wendigo,2001,106,3.5348
Wet Hot American Summer,2001,104,2.5894
Who Is Cletis Tout?,2001,103,3.4093
Wit,2001,111,2.6047
World Traveler,2001,96,3.9922
Zoolander,2001,91,1.6947
11'0901 - September 11,2002,105,3.9435
24 Hour Party People,2002,112,2.5756
25th Hour,2002,90,4.2841
28 Days Later,2002,90,4.4184
40 Days and 40 Nights,2002,104,1.5377
8 Mile,2002,100,1.7772
8 Women,2002,98,3.7801
About a Boy,2002,97,3.9748
About Schmidt,2002,115,2.4921
Adaptation,2002,96,2.2951
Ali G Indahouse,2002,93,3.6697
All About the Benjamins,2002,94,4.3421
All or Nothing,2002,110,4.4104
Amen.,2002,105,3.9701
American Psycho II: All American Girl,2002,115,2.4654
An Amazing Couple,2002,96,3.1985
Analyze That,2002,109,2.3187
And Now... Ladies and Gentlemen...,2002,89,2.86
Antwone Fisher,2002,111,3.446
Ararat,2002,95,4.0178
Assassination Tango,2002,90,1.9595
Austin Powers in Goldmember,2002,105,2.5839
Auto Focus,2002,101,3.8407
Babylon 5: The Legend of the Rangers: To Live and Die in Starlight,2002,114,3.6885
Bad Company,2002,108,4.5205
Ballistic: Ecks vs. Sever,2002,109,3.1115
Barbershop,2002,108,3.4954
Below,2002,112,4.2718
Bend It Like Beckham,2002,95,3.811
Better Luck Tomorrow,2002,107,2.0081
Big Fat Liar,2002,112,2.5083
Big Trouble,2002,91,4.2848
Blade II,2002,110,4.0675
Blood Work,2002,97,2.4871
Bloody Sunday,2002,101,2.7838
Blue Car,2002,110,1.7607
Blue Crush,2002,115,3.5727
Bollywood/Hollywood,2002,106,3.368
Bowling for Columbine,2002,94,1.9135
Brown Sugar,2002,94,3.5469
Bubba Ho-tep,2002,96,4.1918
Cabin Fever,2002,88,3.1742
Callas Forever,2002,97,4.35
Carrie,2002,101,2.2403
Catch Me If You Can,2002,114,1.9608
Changing Lanes,2002,114,3.9782
Cherish,2002,92,2.4199
Chicago,2002,96,3.527
Cinemania,2002,109,3.4673
City by the Sea,2002,102,2.323
Clockstoppers,2002,97,2.6746
Collateral Damage,2002,99,3.0712
Comedian,2002,106,3.4227
Comic Book Villains,2002,94,2.3729
Confessions of a Dangerous Mind,2002,108,2.9025
Confessions of a Dangerous Mind,2002,93,4.4014
Crossroads,2002,107,3.9635
Cube 2: Hypercube,2002,114,3.0635
Daria: Is It College Yet?,2002,94,3.6056
Darkness,2002,94,3.096
Dead or Alive: Final,2002,98,3.0317
Death to Smoochy,2002,94,2.8906
Derailed,2002,91,3.881
Deuces Wild,2002,104,3.6363
Devil's Playground,2002,109,2.8715
Die Another Day,2002,96,1.7575
Dinotopia,2002,100,2.2901
Dirty Pretty Things,2002,92,3.6752
Divine Secrets of the Ya-Ya Sisterhood,2002,93,3.4982
Dog Soldiers,2002,108,1.9683
Dolls,2002,99,3.3698
Dragonfly,2002,94,2.3898
Drumline,2002,90,1.5742
Dummy,2002,93,4.0416
Eight Legged Freaks,2002,115,4.3595
Empire,2002,107,1.7559
Enough,2002,96,3.7821
Equilibrium,2002,97,3.4185
Evelyn,2002,115,4.4776
Extreme Ops,2002,102,2.1217
Far from Heaven,2002,113,4.5047
Femme Fatale,2002,105,4.1235
Frida,2002,95,2.638
Friday After Next,2002,107,3.1334
Fubar,2002,114,3.9454
Gangs of New York,2002,94,3.4703
Garage Days,2002,113,2.6803
Gerry,2002,87,2.8128
Ghost Ship,2002,88,4.4167
Harry Potter and the Chamber of Secrets,2002,115,2.1918
Hart's War,2002,113,4.0856
Heaven,2002,97,1.8873
Hey Arnold! The Movie,2002,97,3.9263
High Crimes,2002,107,3.7814
Hollywood Ending,2002,87,3.1014
I Am Trying to Break Your Heart,2002,99,4.3461
I Spy,2002,97,4.3597
Ice Age,2002,86,3.051
If I Were a Rich Man,2002,92,3.6277
Igby Goes Down,2002,108,2.1748
Impostor,2002,113,2.9513
In America,2002,94,3.3225
In This World,2002,106,2.2204
Insomnia,2002,100,4.1131
Interstate 60,2002,91,3.8132
It's a Very Merry Muppet Christmas Movie,2002,97,2.164
Jackass: The Movie,2002,114,4.3845
Jason X,2002,92,3.1149
John Q,2002,112,3.3729
Jonah: A VeggieTales Movie,2002,97,3.4584
Journeys with George,2002,98,2.7403
Ju-on: The Grudge,2002,93,2.5081
Juwanna Mann,2002,102,2.7706
K-19: The Widowmaker,2002,109,2.8008
Ken Park,2002,112,2.8438
Killing Me Softly,2002,114,2.4797
Knockaround Guys,2002,101,3.216
Kung Pow: Enter the Fist,2002,95,3.4053
Laurel Canyon,2002,90,2.5753
Life or Something Like It,2002,116,2.6822
Like Mike,2002,90,2.9017
Lilo & Stitch,2002,109,1.8375
Lost in La Mancha,2002,112,3.7855
Love Liza,2002,87,3.8727
Maid in Manhattan,2002,113,3.0402
Martin Lawrence Live: Runteldat,2002,108,2.0438
Max,2002,106,2.8445
May,2002,99,2.2814
Men with Brooms,2002,114,2.0427
Mike's New Car,2002,108,2.2519
Minority Report,2002,92,3.2683
Moonlight Mile,2002,115,4.4756
Morvern Callar,2002,98,1.5774
Mr. Deeds,2002,88,1.5463
Murder by Numbers,2002,109,3.4343
My Big Fat Greek Wedding,2002,94,3.1927
Naqoyqatsi,2002,110,4.3206
Narc,2002,89,3.8121
National Lampoon's Van Wilder,2002,113,3.8245
Nicholas Nickleby,2002,105,1.6439
Notorious C.H.O.,2002,91,3.4332
Oasis,2002,91,3.2541
Once Upon a Time in the Midlands,2002,114,1.6752
One Hour Photo,2002,114,1.6776
Orange County,2002,107,2.6075
OT: Our Town,2002,104,2.84
Paid in Full,2002,94,4.2848
Panic Room,2002,109,4.2589
People I Know,2002,90,2.0649
Personal Velocity,2002,96,3.7008
Phone Booth,2002,111,2.884
Pinocchio,2002,98,3.8152
Poolhall Junkies,2002,102,3.0751
Possession,2002,102,3.6714
Pumpkin,2002,97,4.1001
Punch-Drunk Love,2002,97,3.9279
Queen of the Damned,2002,112,3.1092
Rabbit-Proof Fence,2002,99,3.3802
Rabbits,2002,90,4.0701
Raising Victor Vargas,2002,109,3.8449
Real Women Have Curves,2002,88,3.8656
Red Dragon,2002,94,4.1343
Reign of Fire,2002,97,1.5526
Resident Evil,2002,87,4.3297
Respiro,2002,92,4.4539
Return to Never Land,2002,106,3.9103
Ripley's Game,2002,103,3.5475
Road to Perdition,2002,106,3.3328
Robin Williams: Live on Broadway,2002,110,3.1281
Roger Dodger,2002,96,2.9784
Rollerball,2002,89,2.0271
Rose Red,2002,96,3.2366
Satin Rouge,2002,105,2.3877
Scooby-Doo,2002,105,3.259
Secret Society,2002,115,3.9514
Secretary,2002,111,2.8164
Serving Sara,2002,91,2.2023
Showtime,2002,108,2.6823
Signs,2002,101,3.3162
Slackers,2002,114,2.2146
Snow Dogs,2002,108,3.7569
Solaris,2002,89,2.0495
Sorority Boys,2002,99,3.8105
Spellbound,2002,89,1.6684
Spider,2002,104,4.3064
Spider-Man,2002,90,2.7081
Spirit: Stallion of the Cimarron,2002,109,2.7141
Spy Kids 2: The Island of Lost Dreams,2002,107,3.8632
Standing in the Shadows of Motown,2002,94,2.7778
Star Trek: Nemesis,2002,108,2.7516
Star Wars: Episode II - Attack of the Clones,2002,114,4.2287
Stealing Harvard,2002,111,2.3018
Step Into Liquid,2002,111,4.271
Stevie,2002,99,2.3196
Stoked: The Rise and Fall of Gator,2002,104,4.4126
Stolen Summer,2002,109,2.0255
Stone Reader,2002,103,1.638
Stuart Little 2,2002,92,2.0734
Sunshine State,2002,107,1.7482
Sweet Home Alabama,2002,106,2.1706
Sweet Sixteen,2002,97,4.479
Swept Away,2002,114,2.3383
Swimfan,2002,101,3.8917
Tadpole,2002,94,4.2932
Teknolust,2002,90,2.3472
The Count of Monte Cristo,2002,110,4.4851
The Emperor's Club,2002,94,3.2339
The Scorpion King,2002,97,3.6047
They,2002,105,2.427
Trapped,2002,102,3.8714
Treasure Planet,2002,95,2.5004
Tuck Everlasting,2002,99,2.6563
Two Weeks Notice,2002,86,1.7648
Undercover Brother,2002,106,4.0602
Undisputed,2002,109,2.3472
Unfaithful,2002,110,1.9079
Unprecedented: The 2000 Presidential Election,2002,108,3.9503
We Were Soldiers,2002,116,1.9701
Welcome to Collinwood,2002,111,2.5826
Whale Rider,2002,107,2.9149
White Oleander,2002,94,2.2699
Wilbur Wants to Kill Himself,2002,106,3.4928
Windtalkers,2002,90,2.5243
xXx,2002,93,2.2223
101 Dalmatians II: Patch's London Adventure,2003,101,2.6314
21 Grams,2003,87,2.869
A Detective Story,2003,116,2.8197
Agent Cody Banks,2003,94,4.5696
Aileen: Life and Death of a Serial Killer,2003,106,3.049
Alex and Emma,2003,102,4.001
All the Real Girls,2003,110,4.5384
American Splendor,2003,96,4.5317
And Starring Pancho Villa as Himself,2003,109,4.1071
Anger Management,2003,97,1.7522
Anything Else,2003,101,4.3968
Azumi,2003,104,3.9912
Bad Boys II,2003,105,4.5488
Bad Santa,2003,92,2.7298
Basic,2003,104,4.0778
Batman: Mystery of the Batwoman,2003,102,2.3044
Battlestar Galactica,2003,116,3.1297
Beyond Borders,2003,102,3.2415
Beyond Re-Animator,2003,107,2.8693
Big Fish,2003,100,2.8206
Biker Boyz,2003,115,2.1689
Billabong Odyssey,2003,98,3.7848
Blue Collar Comedy Tour: The Movie,2003,106,3.4451
Boat Trip,2003,99,2.0885
Bringing Down the House,2003,92,2.6059
Brother Bear,2003,91,2.852
Bruce Almighty,2003,116,2.2383
Bulletproof Monk,2003,96,3.1916
Calendar Girls,2003,93,2.633
Camp,2003,110,2.9929
Capturing the Friedmans,2003,111,3.5853
Carandiru,2003,101,3.6742
Charlie's Angels: Full Throttle,2003,90,4.3583
Cheaper by the Dozen,2003,102,3.1518
Children of Dune,2003,98,1.9992
Chouchou,2003,101,3.1951
Code 46,2003,93,4.2764
Coffee and Cigarettes,2003,111,2.2168
Cold Creek Manor,2003,97,1.9452
Cold Mountain,2003,109,3.3422
Comandante,2003,108,4.5515
Confidence,2003,113,3.8933
Cradle 2 the Grave,2003,87,2.8915
Daddy Day Care,2003,91,4.5419
Danny Deckchair,2003,94,3.1606
Daredevil,2003,104,4.1471
Dark Blue,2003,90,4.4819
Darkness Falls,2003,87,3.9763
Dead End,2003,110,3.3918
Dickie Roberts: Former Child Star,2003,108,1.8006
Dogville,2003,88,4.465
Down with Love,2003,92,3.5391
Dreamcatcher,2003,88,3.1132
Dumb and Dumberer: When Harry Met Lloyd,2003,99,3.2691
Duplex,2003,90,3.6424
Elephant,2003,111,3.7999
Elf,2003,113,4.2965
Falling Angels,2003,114,3.3889
Fear X,2003,99,2.5022
Final Destination 2,2003,114,2.5386
Final Flight of the Osiris,2003,95,3.2795
Finding Nemo,2003,108,3.961
Freaky Friday,2003,91,1.5701
Freddy vs. Jason,2003,112,2.4766
From Justin to Kelly,2003,99,4.4387
Ghosts of the Abyss,2003,107,1.8551
Gigli,2003,104,4.4584
Girl with a Pearl Earring,2003,95,3.7404
Gods and Generals,2003,102,2.3407
Gothika,2003,96,2.139
Grand Theft Parsons,2003,93,4.3581
Grind,2003,115,3.033
Head of State,2003,92,3.6317
Helen of Troy,2003,105,2.9906
Holes,2003,108,2.9948
Hollywood Homicide,2003,113,4.4296
Honey,2003,99,1.9577
Hope Springs,2003,107,3.1743
House of 1000 Corpses,2003,89,1.8175
House of Sand and Fog,2003,116,4.2559
How to Deal,2003,115,3.7159
How to Lose a Guy in 10 Days,2003,108,3.7924
Hulk,2003,89,2.2693
I Am David,2003,100,4.1005
I Capture the Castle,2003,105,4.3693
Identity,2003,111,2.1764
In Hell,2003,89,2.8547
In the Cut,2003,88,1.7748
Intermission,2003,97,2.8574
Intolerable Cruelty,2003,104,2.9765
It Runs in the Family,2003,114,2.3782
Japanese Story,2003,92,2.8224
Jeepers Creepers 2,2003,109,3.6106
Johnny English,2003,111,2.2096
Just Married,2003,116,2.8802
Kangaroo Jack,2003,114,3.3965
Kid's Story,2003,114,1.6618
Kill Bill: Vol. 1,2003,100,2.456
Lara Croft Tomb Raider: The Cradle of Life,2003,106,2.362
Latter Days,2003,113,3.3965
Levity,2003,107,3.7115
Looney Tunes: Back in Action,2003,110,1.8791
Los Angeles Plays Itself,2003,100,2.264
Lost in Translation,2003,104,4.5092
Love Actually,2003,98,1.6122
Luther,2003,100,2.0848
Malibu's Most Wanted,2003,104,2.9273
Mambo Italiano,2003,103,3.2188
Masked & Anonymous,2003,103,2.5692
Master and Commander: The Far Side of the World,2003,98,3.0032
Matchstick Men,2003,97,1.8706
Mayor of the Sunset Strip,2003,103,2.3177
Milk and Honey,2003,100,1.7546
Mona Lisa Smile,2003,100,1.7867
Monster,2003,97,2.4105
Munna bhai M.B.B.S.,2003,112,2.1936
My Architect: A Son's Journey,2003,106,3.4361
My Boss's Daughter,2003,88,4.1317
My Flesh and Blood,2003,104,2.0943
My Life Without Me,2003,103,3.2699
Mystic River,2003,110,2.8331
Nasu: Summer in Andalusia,2003,106,2.708
National Security,2003,98,1.6841
Ned Kelly,2003,112,4.1013
Nicotina,2003,114,3.4157
Northfork,2003,98,3.0117
Nothing,2003,90,1.9219
Old Boy,2003,114,1.5836
Old School,2003,104,2.8814
Once Upon a Time in Mexico,2003,109,3.704
Open Range,2003,111,4.1244
Open Water,2003,106,3.7827
Osama,2003,114,4.2677
Out of Time,2003,110,2.6996
Owning Mahowny,2003,110,3.1366
Party Monster,2003,91,3.6775
Paycheck,2003,92,4.2064
Peter Pan,2003,99,1.6827
Pieces of April,2003,109,3.9773
Piglet's Big Movie,2003,110,1.9865
Pirates of the Caribbean: The Curse of the Black Pearl,2003,92,2.8839
Pokémon Heroes,2003,106,1.9294
Prey for Rock & Roll,2003,93,4.4672
Prime Suspect 6: The Last Witness,2003,108,1.6683
Radio,2003,87,2.0595
Ricky Gervais Live: Animals,2003,90,2.2603
Runaway Jury,2003,92,4.4713
S.W.A.T.,2003,101,3.9682
Saints and Soldiers,2003,99,1.9783
Saw,2003,97,3.59
Scary Movie 3,2003,111,2.7758
School of Rock,2003,101,2.2219
Scorched,2003,93,2.3915
Seabiscuit,2003,96,4.4959
Secondhand Lions,2003,102,2.7142
Shanghai Knights,2003,115,3.8494
Shattered Glass,2003,111,4.2576
Sinbad: Legend of the Seven Seas,2003,89,2.5225
Sky High,2003,100,2.3324
Something's Gotta Give,2003,88,2.2404
Spy Kids 3-D: Game Over,2003,116,1.7584
Stander,2003,91,4.4801
Stitch! The Movie,2003,93,2.8788
Stuck on You,2003,116,2.1047
Swimming Pool,2003,110,4.0943
Sylvia,2003,95,3.3147
Tarnation,2003,91,3.4148
Taxi 3,2003,100,2.8376
Tears of the Sun,2003,100,2.4133
Terminator 3: Rise of the Machines,2003,87,4.4748
The Even Stevens Movie,2003,115,4.4562
The Second Renaissance Part II,2003,107,4.4702
Thirteen,2003,92,2.6231
This So-Called Disaster,2003,107,3.7612
Timeline,2003,108,2.2459
Tokyo Godfathers,2003,103,1.6342
Touching the Void,2003,113,3.854
Tupac: Resurrection,2003,110,2.7114
Uncle Nino,2003,101,2.3465
Undead,2003,99,1.8813
Under the Tuscan Sun,2003,109,2.4516
Underworld,2003,105,2.2468
Uptown Girls,2003,114,2.9639
Veronica Guerin,2003,96,3.6007
View from the Top,2003,112,3.5736
Ward 13,2003,101,1.7893
What a Girl Wants,2003,113,3.0134
Willard,2003,108,3.7123
Wonderland,2003,105,2.9555
Wrong Turn,2003,98,2.5917
X2: X-Men United,2003,112,3.3332
Zelary,2003,87,3.8855
2046,2004,96,2.0333
13 Going on 30,2004,103,4.2902
50 First Dates,2004,111,4.2751
A Home at the End of the World,2004,88,2.0548
After the Sunset,2004,87,3.2796
Against the Ropes,2004,109,1.6099
Agent Cody Banks 2: Destination London,2004,115,3.6385
Alesha Popovich and Tugarin the Dragon,2004,103,3.0632
Alexander,2004,93,3.3065
Alfie,2004,99,4.0087
Along Came Polly,2004,106,2.5108
Anacondas: The Hunt for the Blood Orchid,2004,95,2.7023
Anchorman: The Legend of Ron Burgundy,2004,91,3.2721
Around the World in 80 Days,2004,92,2.8499
AVP: Alien vs. Predator,2004,105,2.1055
Barbershop 2: Back in Business,2004,102,4.4065
Before Sunset,2004,93,1.6695
Being Julia,2004,108,3.6349
Beyond the Sea,2004,97,4.0228
Birth,2004,108,2.1928
Blade: Trinity,2004,114,4.1632
Blueberry,2004,87,1.6571
Born into Brothels,2004,101,3.1874
Breakin' All the Rules,2004,93,3.1506
Bride & Prejudice,2004,109,2.9606
Bridget Jones: The Edge of Reason,2004,105,2.6289
Bring It On Again,2004,115,3.0408
Bush's Brain,2004,106,3.0063
Cashback,2004,90,3.4065
Casshern,2004,105,3.3671
Catch That Kid,2004,97,4.5011
Catwoman,2004,102,2.5597
Cellular,2004,97,1.792
Chasing Liberty,2004,95,3.4027
Christmas with the Kranks,2004,107,4.1064
Closer,2004,98,2.1856
Club Dread,2004,95,3.5408
Collateral,2004,113,3.0127
Comic Book: The Movie,2004,90,2.3522
Confessions of a Teenage Drama Queen,2004,92,2.0971
Control Room,2004,94,3.401
Crash,2004,111,4.5148
Creep,2004,113,3.7149
Cube Zero,2004,108,2.3162
D.E.B.S.,2004,103,1.8904
Darwin's Nightmare,2004,113,3.792
Dave Chappelle: For What it's Worth,2004,87,2.0333
Dawn of the Dead,2004,94,3.2064
Dead Man's Shoes,2004,99,2.3882
Dead Meat,2004,116,2.586
Dear Frankie,2004,115,3.3735
De-Lovely,2004,105,1.6711
DiG!,2004,89,3.9123
Dirty Dancing: Havana Nights,2004,104,2.178
Dodgeball: A True Underdog Story,2004,92,2.4994
Down to the Bone,2004,107,1.8765
Dylan Moran: Monster,2004,100,1.6357
Ella Enchanted,2004,93,2.8505
Empire of Dreams: The Story of the 'Star Wars' Trilogy,2004,91,1.7802
Employee of the Month,2004,96,4.0553
Envy,2004,116,3.4008
Eros,2004,112,3.0836
Eros,2004,92,3.6055
Eternal Sunshine of the Spotless Mind,2004,90,3.4414
Eulogy,2004,107,3.2779
EuroTrip,2004,114,3.7812
Exorcist: The Beginning,2004,113,3.1186
Fahrenheit 9/11,2004,105,3.4622
Farscape: The Peacekeeper Wars,2004,104,1.5997
Fat Albert,2004,112,4.0657
Final Fantasy VII: Advent Children,2004,105,4.2266
Finding Neverland,2004,97,4.3567
First Daughter,2004,106,2.6274
Flight of the Phoenix,2004,92,1.6128
Friday Night Lights,2004,90,3.0042
Garden State,2004,98,2.647
Garfield: The Movie,2004,95,3.1899
Ginger Snaps Back: The Beginning,2004,107,2.6792
Ginger Snaps: Unleashed,2004,109,1.6632
Godsend,2004,105,2.4316
Guerrilla: The Taking of Patty Hearst,2004,105,2.4884
Gunner Palace,2004,95,4.1655
Halloweentown High,2004,113,2.8672
Harold and Kumar Go to White Castle,2004,108,2.6276
Harry Potter and the Prisoner of Azkaban,2004,107,4.1135
Hellboy,2004,87,4.3448
'Hellboy': The Seeds of Creation,2004,92,2.0494
Hellevator,2004,92,4.549
Helter Skelter,2004,111,2.5524
Hidalgo,2004,110,2.6951
Hotel Rwanda,2004,114,3.0562
I Heart Huckabees,2004,91,2.7556
Imaginary Heroes,2004,111,2.5713
In Good Company,2004,110,2.6183
In My Father's Den,2004,112,1.8938
In the Realms of the Unreal,2004,95,3.965
Incident at Loch Ness,2004,114,2.3481
It's All Gone Pete Tong,2004,89,3.7048
Jersey Girl,2004,116,2.7598
Kill Bill: Vol. 2,2004,92,4.291
King Arthur,2004,109,4.0447
Kinsey,2004,111,1.9628
Ladder 49,2004,109,3.5857
Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog,2004,111,1.9275
Laws of Attraction,2004,90,1.9983
Layer Cake,2004,107,3.652
Lemony Snicket's A Series of Unfortunate Events,2004,92,4.4088
Lightning in a Bottle,2004,115,1.6877
Little Black Book,2004,93,3.3382
Man on Fire,2004,111,1.9064
Mean Creek,2004,101,3.1467
Mean Girls,2004,104,1.9619
Meet the Fockers,2004,110,4.034
Melinda and Melinda,2004,116,2.2036
Metallica: Some Kind of Monster,2004,113,4.0842
Million Dollar Baby,2004,103,1.9795
Millions,2004,94,1.5907
Mind Game,2004,96,4.0024
Mindhunters,2004,92,1.9051
Miracle,2004,114,3.1826
Mr. 3000,2004,93,2.3349
Mulan II,2004,102,4.2846
Mysterious Skin,2004,98,1.6281
Napoleon Dynamite,2004,104,3.4868
National Treasure,2004,94,3.3205
Never Die Alone,2004,96,3.1222
North & South,2004,109,3.8092
November,2004,101,2.959
Ocean's Twelve,2004,97,4.0406
Outfoxed: Rupert Murdoch's War on Journalism,2004,106,2.3834
P.S.,2004,91,4.2134
Palindromes,2004,109,3.1126
Paparazzi,2004,109,1.5932
Paper Clips,2004,100,2.3368
Pixel Perfect,2004,112,4.0847
Primer,2004,88,4.3922
Pusher II: With Blood on My Hands,2004,113,3.707
Raise Your Voice,2004,113,3.5725
Raising Helen,2004,97,2.5368
Ray,2004,117,2.9974
Resident Evil: Apocalypse,2004,93,1.9218
Riding Giants,2004,111,3.5766
Saint Ralph,2004,101,3.3147
'Salem's Lot,2004,117,3.723
Saved!,2004,105,2.2025
Saving Face,2004,105,2.4431
Saw,2004,91,1.679
Scooby-Doo 2: Monsters Unleashed,2004,113,3.7256
Scooby-Doo! and the Loch Ness Monster,2004,96,3.4311
Secret Window,2004,87,2.0909
Shall We Dance?,2004,106,3.2236
Shark Tale,2004,110,1.7658
Shaun of the Dead,2004,108,3.5983
Shrek 2,2004,100,3.096
Sideways,2004,90,3.2514
Sky Captain and the World of Tomorrow,2004,92,2.7917
Slasher,2004,108,3.6615
Soul Plane,2004,101,3.1057
Spanglish,2004,90,2.2185
Spartan,2004,94,2.4862
Species III,2004,113,3.6674
Spider-Man 2,2004,112,2.4754
Stage Beauty,2004,91,2.3442
Starship Troopers 2: Hero of the Federation,2004,113,3.2021
Starsky & Hutch,2004,101,4.5846
Super Size Me,2004,116,3.8346
Survive Style 5+,2004,101,4.5378
Surviving Christmas,2004,107,3.2962
Suspect Zero,2004,88,3.4681
Taking Lives,2004,99,1.9916
Taxi,2004,91,2.1356
Team America: World Police,2004,114,1.7886
The Alamo,2004,114,3.8388
The Butterfly Effect,2004,90,3.6425
The Machinist,2004,93,3.0499
Thunderbirds,2004,95,1.7268
Torque,2004,98,3.6295
Touch of Pink,2004,92,1.9159
Tremors 4: The Legend Begins,2004,97,2.5549
Troy,2004,113,4.2492
Twisted,2004,111,2.3494
Undertow,2004,117,4.2857
Van Helsing,2004,94,4.3429
Vanity Fair,2004,88,3.6778
Vera Drake,2004,116,3.467
Voices from the List,2004,89,2.4239
Walking Tall,2004,112,2.7155
We Don't Live Here Anymore,2004,99,2.9439
Welcome to Mooseport,2004,92,4.0922
White Chicks,2004,112,1.6638
Wicker Park,2004,107,4.2444
Wimbledon,2004,95,3.0396
Win a Date with Tad Hamilton!,2004,102,3.3315
Without a Paddle,2004,105,4.181
You Got Served,2004,92,3.6937
Zebraman,2004,111,2.9671
13 Tzameti,2005,112,4.5092
2001 Maniacs,2005,108,1.6391
49 Up,2005,96,1.6381
Aeon Flux,2005,97,2.8382
Alone in the Dark,2005,96,2.9768
Angel-A,2005,116,3.9087
Are We There Yet?,2005,113,3.044
Assault on Precinct 13,2005,104,2.7108
Bad News Bears,2005,104,3.5643
Batman Begins,2005,103,4.362
Be Cool,2005,99,3.6385
Beauty Shop,2005,102,3.1114
Because of Winn-Dixie,2005,109,1.849
Beowulf & Grendel,2005,90,2.9766
Bewitched,2005,107,2.4413
Boogeyman,2005,93,2.3469
Boy Eats Girl,2005,110,4.6018
Breakfast on Pluto,2005,100,4.3388
Brick,2005,95,2.5366
Brokeback Mountain,2005,108,2.6668
Broken Flowers,2005,113,3.0708
C.R.A.Z.Y.,2005,103,2.1352
Capote,2005,115,3.3942
Casanova,2005,89,2.6658
Chaos,2005,99,4.5623
Charlie and the Chocolate Factory,2005,95,2.081
Cheaper by the Dozen 2,2005,100,3.1953
Chicken Little,2005,105,3.3259
China Blue,2005,110,2.9292
Cigarette Burns,2005,96,2.7625
